seed,policy,source,n,review_fraction,selective_accuracy,mean_cost,cvar90,severe_error_capture,severe_errors_before_review,severe_errors_remaining,weighted_error_capture
73,single_model_risk,multimodal-deep-learning-disaster-response-mouzannar,2624,0.14900914634146342,0.9570085087326466,0.07088414634146341,0.7088414634146344,0.696969696969697,33,10,0.6793103448275862
73,l2d_single_head,ASONAM17_Damage_Image_Dataset,4200,0.245,0.9038158309681489,0.09738095238095239,0.9738095238095241,0.7674418604651163,43,10,0.6052123552123552
73,l2d_single_head,aidr_disaster_types,2069,0.11648139197680038,0.9682713347921226,0.047849202513291444,0.47849202513291456,0.7058823529411765,17,5,0.6655405405405406
73,l2d_single_head,aidr_info,1919,0.16050026055237102,0.9708255741775295,0.02553413236060448,0.2553413236060449,1.0,5,0,0.7151162790697675
73,l2d_single_head,crisismmd,4822,0.23683119037743675,0.9255434782608696,0.08419742845292409,0.8419742845292412,0.5483870967741935,31,14,0.5708245243128964
73,l2d_single_head,multimodal-deep-learning-disaster-response-mouzannar,2624,0.15472560975609756,0.951307484220018,0.07507621951219512,0.7507621951219514,0.7096774193548387,31,9,0.6513274336283186
73,moe_mean,ASONAM17_Damage_Image_Dataset,4200,0.21333333333333335,0.9064769975786925,0.10023809523809524,1.0023809523809526,0.7435897435897436,39,10,0.580259222333001
73,moe_mean,aidr_disaster_types,2069,0.12953117448042534,0.974458634092171,0.0333494441759304,0.3334944417593041,0.8421052631578947,19,3,0.775974025974026
73,moe_mean,aidr_info,1919,0.16935904116727463,0.9761606022584692,0.021886399166232414,0.21886399166232418,1.0,4,0,0.7627118644067796
73,moe_mean,crisismmd,4822,0.258606387391124,0.9337062937062937,0.06076316880962256,0.6076316880962258,0.8,30,6,0.6912539515279241
73,moe_mean,multimodal-deep-learning-disaster-response-mouzannar,2624,0.1486280487804878,0.9574753804834378,0.06516768292682927,0.6516768292682928,0.7037037037037037,27,8,0.6711538461538461
73,moe_tail,ASONAM17_Damage_Image_Dataset,4200,0.20904761904761904,0.8816977724262492,0.11047619047619048,1.104761904761905,0.7741935483870968,31,7,0.516162669447341
73,moe_tail,aidr_disaster_types,2069,0.1179313678105365,0.9632876712328767,0.04349927501208313,0.43499275012083144,0.8235294117647058,17,3,0.697986577181208
73,moe_tail,aidr_info,1919,0.22042730588848358,0.9425133689839572,0.04585721730067743,0.4585721730067745,1.0,4,0,0.5368421052631579
73,moe_tail,crisismmd,4822,0.22895064288676897,0.8835395373856912,0.0993363749481543,0.9933637494815432,0.8,30,6,0.5077081192189106
73,moe_tail,multimodal-deep-learning-disaster-response-mouzannar,2624,0.18178353658536586,0.9646017699115044,0.0506859756097561,0.5068597560975612,0.7307692307692307,26,7,0.7313131313131314
73,calibrated_tail,ASONAM17_Damage_Image_Dataset,4200,0.21333333333333335,0.9064769975786925,0.10023809523809524,1.0023809523809526,0.7435897435897436,39,10,0.580259222333001
73,calibrated_tail,aidr_disaster_types,2069,0.12953117448042534,0.974458634092171,0.0333494441759304,0.3334944417593041,0.8421052631578947,19,3,0.775974025974026
73,calibrated_tail,aidr_info,1919,0.16935904116727463,0.9761606022584692,0.021886399166232414,0.21886399166232418,1.0,4,0,0.7627118644067796
73,calibrated_tail,crisismmd,4822,0.258606387391124,0.9337062937062937,0.06076316880962256,0.6076316880962258,0.8,30,6,0.6912539515279241
73,calibrated_tail,multimodal-deep-learning-disaster-response-mouzannar,2624,0.1486280487804878,0.9574753804834378,0.06516768292682927,0.6516768292682928,0.7037037037037037,27,8,0.6711538461538461
