seed,policy,budget,tail_weight,n,review_fraction,selective_accuracy,mean_cost,cvar90,severe_error_capture,severe_errors_before_review,severe_errors_remaining,weighted_error_capture
42,moe_tail,0.0,,15634,0.0,0.879749264423692,0.18894716643213508,1.6869643085582706,0.0,108,108,0.0
42,moe_tail,0.05,,15634,0.04995522578994499,0.8924123072779909,0.1459639247793271,1.4375079953946528,0.3888888888888889,108,66,0.22748815165876776
42,moe_tail,0.1,,15634,0.09997441473711143,0.9027787648354773,0.1159012408852501,1.1590124088525011,0.6111111111111112,108,42,0.3865944482058226
42,moe_tail,0.2,,15634,0.19994882947422285,0.9147745442916534,0.0827043622873225,0.8270436228732252,0.7685185185185185,108,25,0.5622884224779959
42,moe_tail,0.3,,15634,0.2999872073685557,0.9254385964912281,0.059165920429832417,0.5916592042983243,0.8796296296296297,108,13,0.6868652674339878
42,moe_tail,0.4,,15634,0.39996162210566716,0.9343353587037629,0.04330305743891519,0.43303057438915193,0.9351851851851852,108,7,0.7708192281651998
42,calibrated_tail,0.0,0.0,15634,0.0,0.880324932838685,0.1929128821798644,1.7323781501854933,0.0,115,115,0.0
42,calibrated_tail,0.05,0.0,15634,0.04995522578994499,0.8983370362889652,0.14212613534604068,1.421261353460407,0.391304347826087,115,70,0.26326259946949604
42,calibrated_tail,0.1,0.0,15634,0.09997441473711143,0.9172766683249236,0.1072022515031342,1.0720225150313423,0.5652173913043478,115,50,0.4442970822281167
42,calibrated_tail,0.2,0.0,15634,0.19994882947422285,0.9413975055964183,0.0626199309197902,0.6261993091979021,0.7913043478260869,115,24,0.6753978779840849
42,calibrated_tail,0.3,0.0,15634,0.2999872073685557,0.9519371345029239,0.04183190482282206,0.41831904822822064,0.8782608695652174,115,14,0.78315649867374
42,calibrated_tail,0.4,0.0,15634,0.39996162210566716,0.9575738194222364,0.0287834207496482,0.2878342074964821,0.9478260869565217,115,6,0.8507957559681698
73,random,0.0,,15634,0.0,0.8900473327363438,0.19438403479595753,1.844313675323014,0.0,136,136,0.0
73,random,0.05,,15634,0.04995522578994499,0.8893152898404363,0.1854931559421773,1.8033772547012923,0.058823529411764705,136,128,0.04573872984534386
73,random,0.1,,15634,0.09997441473711143,0.888707270272191,0.1762824613022899,1.7611615709351416,0.10294117647058823,136,122,0.09312273774267851
73,random,0.2,,15634,0.19994882947422285,0.8892708666453469,0.15600614046309325,1.560061404630933,0.20588235294117646,136,108,0.19743336623889438
73,random,0.3,,15634,0.2999872073685557,0.8885233918128655,0.13515415120890367,1.351541512089037,0.33088235294117646,136,91,0.30470549522869367
73,random,0.4,,15634,0.39996162210566716,0.8872188466048395,0.11807598823077907,1.180759882307791,0.4117647058823529,136,80,0.39256334320500164
73,entropy,0.0,,15634,0.0,0.8900473327363438,0.19438403479595753,1.844313675323014,0.0,136,136,0.0
73,entropy,0.05,,15634,0.04995522578994499,0.9086379855921363,0.14877830369707049,1.4877830369707052,0.2867647058823529,136,97,0.23461665021388614
