seed,candidate_tail_weight,accepted,guard_n,mean,ci_low,ci_high,resamples,unit,conditional_on_fitted_models
17,0.0,False,1533,0.003913894324853229,-0.007827788649706457,0.0182648401826484,1000,individual guard image,True
42,0.0,False,1533,-0.007827788649706457,-0.028049575994781473,0.006523157208088715,1000,individual guard image,True
73,0.0,False,1533,-0.0045662100456621,-0.020221787345075015,0.007175472928897586,1000,individual guard image,True
