seed,policy,budget,tail_weight,n,review_fraction,selective_accuracy,mean_cost,cvar90,severe_error_capture,severe_errors_before_review,severe_errors_remaining,weighted_error_capture
42,moe_tail,0.05,,15634,0.04995522578994499,0.893758836598667,0.14410899321990533,1.431751311244723,0.4036697247706422,109,65,0.23575305291723203
42,moe_tail,0.1,,15634,0.09997441473711143,0.9042001279226779,0.11494179352692849,1.1494179352692853,0.6055045871559633,109,43,0.39043419267299867
42,moe_tail,0.2,,15634,0.19994882947422285,0.9154141349536297,0.08244850965843674,0.8244850965843676,0.7706422018348624,109,25,0.5627544097693351
42,moe_tail,0.3,,15634,0.2999872073685557,0.9262609649122807,0.059037994115389535,0.5903799411538955,0.8715596330275229,109,14,0.6869063772048847
42,moe_tail,0.4,,15634,0.39996162210566716,0.9344419571474256,0.043239094281693743,0.4323909428169375,0.9357798165137615,109,7,0.7706919945725916
42,calibrated_tail,0.0,0.0,15634,0.0,0.8807087117820136,0.19361647690930026,1.7432518869131381,0.0,118,118,0.0
42,calibrated_tail,0.05,0.0,15634,0.04995522578994499,0.8988083215512018,0.14193424587437636,1.419342458743764,0.3898305084745763,118,72,0.2669309547406673
42,calibrated_tail,0.1,0.0,15634,0.09997441473711143,0.918129486177244,0.10617884098759114,1.0617884098759118,0.576271186440678,118,50,0.451602246448629
42,calibrated_tail,0.2,0.0,15634,0.19994882947422285,0.9416373520946594,0.062300115133683,0.6230011513368301,0.7966101694915254,118,24,0.6782292699041955
42,calibrated_tail,0.3,0.0,15634,0.2999872073685557,0.9520285087719298,0.04164001535115773,0.41640015351157744,0.8813559322033898,118,14,0.7849355797819624
42,calibrated_tail,0.4,0.0,15634,0.39996162210566716,0.9571474256475856,0.029167199692976844,0.29167199692976853,0.9491525423728814,118,6,0.8493557978196233
42,guarded,0.0,,15634,0.0,0.8900473327363438,0.19438403479595753,1.844313675323014,0.0,136,136,0.0
42,guarded,0.05,,15634,0.04995522578994499,0.9087053120581701,0.14858641422540617,1.485864142254062,0.2867647058823529,136,97,0.23560381704508063
42,guarded,0.1,,15634,0.09997441473711143,0.9256627105394073,0.11564538825636433,1.1564538825636437,0.4411764705882353,136,76,0.40506745640013164
42,guarded,0.2,,15634,0.19994882947422285,0.9529101375119923,0.06140463093258283,0.6140463093258285,0.7279411764705882,136,37,0.684106614017769
42,guarded,0.3,,15634,0.2999872073685557,0.9695723684210527,0.031533836510170145,0.3153383651017015,0.8823529411764706,136,16,0.8377755840737084
42,guarded,0.4,,15634,0.39996162210566716,0.9780407206054792,0.019061020851989255,0.19061020851989258,0.9411764705882353,136,8,0.9019414281013491
73,random,0.0,,15634,0.0,0.8900473327363438,0.19438403479595753,1.844313675323014,0.0,136,136,0.0
73,random,0.05,,15634,0.04995522578994499,0.8893152898404363,0.1854931559421773,1.8033772547012923,0.058823529411764705,136,128,0.04573872984534386
73,random,0.1,,15634,0.09997441473711143,0.888707270272191,0.1762824613022899,1.7611615709351416,0.10294117647058823,136,122,0.09312273774267851
73,random,0.2,,15634,0.19994882947422285,0.8892708666453469,0.15600614046309325,1.560061404630933,0.20588235294117646,136,108,0.19743336623889438
73,random,0.3,,15634,0.2999872073685557,0.8885233918128655,0.13515415120890367,1.351541512089037,0.33088235294117646,136,91,0.30470549522869367
73,random,0.4,,15634,0.39996162210566716,0.8872188466048395,0.11807598823077907,1.180759882307791,0.4117647058823529,136,80,0.39256334320500164
73,entropy,0.0,,15634,0.0,0.8900473327363438,0.19438403479595753,1.844313675323014,0.0,136,136,0.0
